Class Name,Config Option,Description
CoreOptions,env.java.opts.sql-gateway,Java options to start the JVM of the Flink SQL Gateway with.
CoreOptions,env.java.default-opts.all,"A string of default JVM options to prepend to <code class=""highlighter-rouge"">env.java.opts.all</code>. This is intended to be set by administrators."
CoreOptions,env.java.default-opts.jobmanager,"A string of default JVM options to prepend to <code class=""highlighter-rouge"">env.java.opts.jobmanager</code>. This is intended to be set by administrators."
CoreOptions,env.java.default-opts.taskmanager,"A string of default JVM options to prepend to <code class=""highlighter-rouge"">env.java.opts.taskmanager</code>. This is intended to be set by administrators."
CoreOptions,env.log.dir,Defines the directory where the Flink logs are saved. It has to be an absolute path. (Defaults to the log directory under Flink’s home)
CoreOptions,env.pid.dir,Defines the directory where the flink-&lt;host&gt;-&lt;process&gt;.pid files are saved.
CoreOptions,env.log.max,The maximum number of old log files to keep.
CoreOptions,env.log.level,Defines the level of the root logger.
CoreOptions,env.stdout-err.redirect-to-file,"Whether redirect stdout and stderr to files when running foreground. If enabled, logs won't append the console too. Note that redirected files do not support rolling rotate."
CoreOptions,env.ssh.opts,"Additional command line options passed to SSH clients when starting or stopping JobManager, TaskManager, and Zookeeper services (start-cluster.sh, stop-cluster.sh, start-zookeeper-quorum.sh, stop-zookeeper-quorum.sh)."
CoreOptions,env.hadoop.conf.dir,Path to hadoop configuration directory. It is required to read HDFS and/or YARN configuration. You can also set it via environment variable.
CoreOptions,env.yarn.conf.dir,Path to yarn configuration directory. It is required to run flink on YARN. You can also set it via environment variable.
CoreOptions,env.hbase.conf.dir,Path to hbase configuration directory. It is required to read HBASE configuration. You can also set it via environment variable.
CoreOptions,io.tmp.dirs,"Directories for temporary files, separated by"","", ""|"", or the system's java.io.File.pathSeparator."
CoreOptions,parallelism.default,Default parallelism for jobs.
CoreOptions,fs.default-scheme,"The default filesystem scheme, used for paths that do not declare a scheme explicitly. May contain an authority, e.g. host:port in case of an HDFS NameNode."
CoreOptions,fs.allowed-fallback-filesystems,"A (semicolon-separated) list of file schemes, for which Hadoop can be used instead of an appropriate Flink plugin. (example: s3;wasb)"
CoreOptions,fs.overwrite-files,"Specifies whether file output writers should overwrite existing files by default. Set to ""true"" to overwrite by default,""false"" otherwise."
CoreOptions,fs.output.always-create-directory,"File writers running with a parallelism larger than one create a directory for the output file path and put the different result files (one per parallel writer task) into that directory. If this option is set to ""true"", writers with a parallelism of 1 will also create a directory and place a single result file into it. If the option is set to ""false"", the writer will directly create the file directly at the output path, without creating a containing directory."
TaskManagerOptions,taskmanager.heap.size,"JVM heap size for the TaskManagers, which are the parallel workers of the system. On YARN setups, this value is automatically configured to the size of the TaskManager's YARN container, minus a certain tolerance value."
TaskManagerOptions,taskmanager.heap.mb,"JVM heap size (in megabytes) for the TaskManagers, which are the parallel workers of the system. On YARN setups, this value is automatically configured to the size of the TaskManager's YARN container, minus a certain tolerance value."
TaskManagerOptions,taskmanager.jvm-exit-on-oom,Whether to kill the TaskManager when the task thread throws an OutOfMemoryError.
TaskManagerOptions,taskmanager.exit-on-fatal-akka-error,Whether the quarantine monitor for task managers shall be started. The quarantine monitor shuts down the actor system if it detects that it has quarantined another actor system or if it has been quarantined by another actor system.
TaskManagerOptions,taskmanager.host,"The external address of the network interface where the TaskManager is exposed. Because different TaskManagers need different values for this option, usually it is specified in an additional non-shared TaskManager-specific config file."
TaskManagerOptions,taskmanager.bind-host,"The local address of the network interface that the task manager binds to. If not configured, '0.0.0.0' will be used."
TaskManagerOptions,taskmanager.rpc.port,"The external RPC port where the TaskManager is exposed. Accepts a list of ports (“50100,50101”), ranges (“50100-50200”) or a combination of both. It is recommended to set a range of ports to avoid collisions when multiple TaskManagers are running on the same machine."
TaskManagerOptions,taskmanager.rpc.bind-port,"The local RPC port that the TaskManager binds to. If not configured, the external port (configured by 'taskmanager.rpc.port') will be used."
TaskManagerOptions,taskmanager.collect-sink.port,"The port used for the client to retrieve query results from the TaskManager. The default value is 0, which corresponds to a random port assignment."
TaskManagerOptions,taskmanager.registration.initial-backoff,The initial registration backoff between two consecutive registration attempts. The backoff is doubled for each new registration attempt until it reaches the maximum registration backoff.
TaskManagerOptions,taskmanager.registration.max-backoff,The maximum registration backoff between two consecutive registration attempts. The max registration backoff requires a time unit specifier (ms/s/min/h/d).
TaskManagerOptions,taskmanager.registration.refused-backoff,The backoff after a registration has been refused by the job manager before retrying to connect.
TaskManagerOptions,taskmanager.registration.timeout,"Defines the timeout for the TaskManager registration. If the duration is exceeded without a successful registration, then the TaskManager terminates."
TaskManagerOptions,taskmanager.numberOfTaskSlots,"The number of parallel operator or user function instances that a single TaskManager can run. If this value is larger than 1, a single TaskManager takes multiple instances of a function or operator. That way, the TaskManager can utilize multiple CPU cores, but at the same time, the available memory is divided between the different operator or function instances. This value is typically proportional to the number of physical CPU cores that the TaskManager's machine has (e.g., equal to the number of cores, or half the number of cores)."
TaskManagerOptions,taskmanager.slot.timeout,"Timeout used for identifying inactive slots. The TaskManager will free the slot if it does not become active within the given amount of time. Inactive slots can be caused by an out-dated slot request. If no value is configured, then it will fall back to <code class=""highlighter-rouge"">pekko.ask.timeout</code>."
TaskManagerOptions,taskmanager.debug.memory.log,"Flag indicating whether to start a thread, which repeatedly logs the memory usage of the JVM."
TaskManagerOptions,taskmanager.debug.memory.log-interval,The interval for the log thread to log the current memory usage.
TaskManagerOptions,taskmanager.memory.segment-size,Size of memory buffers used by the network stack and the memory manager.
TaskManagerOptions,taskmanager.memory.min-segment-size,Minimum possible size of memory buffers used by the network stack and the memory manager. ex. can be used for automatic buffer size adjustment.
TaskManagerOptions,taskmanager.network.bind-policy,"The automatic address binding policy used by the TaskManager if ""taskmanager.host"" is not set. The value should be one of the following:"
TaskManagerOptions,taskmanager.resource-id,"The TaskManager's ResourceID. If not configured, the ResourceID will be generated with the ""RpcAddress:RpcPort"" and a 6-character random string. Notice that this option is not valid in Yarn and Native Kubernetes mode."
TaskManagerOptions,taskmanager.cpu.cores,"CPU cores for the TaskExecutors. In case of Yarn setups, this value will be rounded to the closest positive integer. If not explicitly configured, legacy config options 'yarn.containers.vcores' and 'kubernetes.taskmanager.cpu' will be used for Yarn / Kubernetes setups, and 'taskmanager.numberOfTaskSlots' will be used for standalone setups (approximate number of slots)."
TaskManagerOptions,taskmanager.memory.process.size,"Total Process Memory size for the TaskExecutors. This includes all the memory that a TaskExecutor consumes, consisting of Total Flink Memory, JVM Metaspace, and JVM Overhead. On containerized setups, this should be set to the container memory. See also 'taskmanager.memory.flink.size' for total Flink memory size configuration."
TaskManagerOptions,taskmanager.memory.flink.size,"Total Flink Memory size for the TaskExecutors. This includes all the memory that a TaskExecutor consumes, except for JVM Metaspace and JVM Overhead. It consists of Framework Heap Memory, Task Heap Memory, Task Off-Heap Memory, Managed Memory, and Network Memory. See also 'taskmanager.memory.process.size' for total process memory size configuration."
TaskManagerOptions,taskmanager.memory.framework.heap.size,"Framework Heap Memory size for TaskExecutors. This is the size of JVM heap memory reserved for TaskExecutor framework, which will not be allocated to task slots."
TaskManagerOptions,taskmanager.memory.framework.off-heap.size,"Framework Off-Heap Memory size for TaskExecutors. This is the size of off-heap memory (JVM direct memory and native memory) reserved for TaskExecutor framework, which will not be allocated to task slots. The configured value will be fully counted when Flink calculates the JVM max direct memory size parameter."
TaskManagerOptions,taskmanager.memory.task.heap.size,"Task Heap Memory size for TaskExecutors. This is the size of JVM heap memory reserved for tasks. If not specified, it will be derived as Total Flink Memory minus Framework Heap Memory, Framework Off-Heap Memory, Task Off-Heap Memory, Managed Memory and Network Memory."
TaskManagerOptions,taskmanager.memory.task.off-heap.size,Task Off-Heap Memory size for TaskExecutors. This is the size of off heap memory (JVM direct memory and native memory) reserved for tasks. The configured value will be fully counted when Flink calculates the JVM max direct memory size parameter.
TaskManagerOptions,taskmanager.memory.managed.size,"Managed Memory size for TaskExecutors. This is the size of off-heap memory managed by the memory manager, reserved for sorting, hash tables, caching of intermediate results and RocksDB state backend. Memory consumers can either allocate memory from the memory manager in the form of MemorySegments, or reserve bytes from the memory manager and keep their memory usage within that boundary. If unspecified, it will be derived to make up the configured fraction of the Total Flink Memory."
TaskManagerOptions,taskmanager.memory.managed.fraction,"Fraction of Total Flink Memory to be used as Managed Memory, if Managed Memory size is not explicitly specified."
TaskManagerOptions,taskmanager.memory.managed.consumer-weights,"Managed memory weights for different kinds of consumers. A slot’s managed memory is shared by all kinds of consumers it contains, proportionally to the kinds’ weights and regardless of the number of consumers from each kind. Currently supported kinds of consumers are OPERATOR (for built-in algorithms), STATE_BACKEND (for RocksDB state backend) and PYTHON (for Python processes)."
TaskManagerOptions,taskmanager.memory.network.min,"Min Network Memory size for TaskExecutors. Network Memory is off-heap memory reserved for ShuffleEnvironment (e.g., network buffers). Network Memory size is derived to make up the configured fraction of the Total Flink Memory. If the derived size is less/greater than the configured min/max size, the min/max size will be used. The exact size of Network Memory can be explicitly specified by setting the min/max to the same value."
TaskManagerOptions,taskmanager.memory.network.max,"Max Network Memory size for TaskExecutors. Network Memory is off-heap memory reserved for ShuffleEnvironment (e.g., network buffers). Network Memory size is derived to make up the configured fraction of the Total Flink Memory. If the derived size is less/greater than the configured min/max size, the min/max size will be used. By default, the max limit of Network Memory is Long.MAX_VALUE. The exact size of Network Memory can be explicitly specified by setting the min/max to the same value."
TaskManagerOptions,taskmanager.memory.network.fraction,"Fraction of Total Flink Memory to be used as Network Memory. Network Memory is off-heap memory reserved for ShuffleEnvironment (e.g., network buffers). Network Memory size is derived to make up the configured fraction of the Total Flink Memory. If the derived size is less/greater than the configured min/max size, the min/max size will be used. The exact size of Network Memory can be explicitly specified by setting the min/max size to the same value."
TaskManagerOptions,taskmanager.network.memory.buffer-debloat.period,The minimum period of time after which the buffer size will be debloated if required. The low value provides a fast reaction to the load fluctuation but can influence the performance.
TaskManagerOptions,taskmanager.network.memory.buffer-debloat.samples,The number of the last buffer size values that will be taken for the correct calculation of the new one.
TaskManagerOptions,taskmanager.network.memory.buffer-debloat.target,"The target total time after which buffered in-flight data should be fully consumed. This configuration option will be used, in combination with the measured throughput, to adjust the amount of in-flight data."
TaskManagerOptions,taskmanager.network.memory.buffer-debloat.enabled,The switch of the automatic buffered debloating feature. If enabled the amount of in-flight data will be adjusted automatically accordingly to the measured throughput.
TaskManagerOptions,taskmanager.network.memory.buffer-debloat.threshold-percentages,The minimum difference in percentage between the newly calculated buffer size and the old one to announce the new value. Can be used to avoid constant back and forth small adjustments.
TaskManagerOptions,taskmanager.memory.framework.off-heap.batch-shuffle.size,"Size of memory used by batch shuffle for shuffle data read (currently only used by sort-shuffle and hybrid shuffle). Notes: 1) The memory is cut from 'taskmanager.memory.framework.off-heap.size' so must be smaller than that, which means you may also need to increase 'taskmanager.memory.framework.off-heap.size' after you increase this config value; 2) This memory size can influence the shuffle performance and you can increase this config value for large-scale batch jobs (for example, to 128M or 256M)."
TaskManagerOptions,taskmanager.memory.jvm-metaspace.size,JVM Metaspace Size for the TaskExecutors.
TaskManagerOptions,taskmanager.memory.jvm-overhead.min,"Min JVM Overhead size for the TaskExecutors. This is off-heap memory reserved for JVM overhead, such as thread stack space, compile cache, etc. This includes native memory but not direct memory, and will not be counted when Flink calculates JVM max direct memory size parameter. The size of JVM Overhead is derived to make up the configured fraction of the Total Process Memory. If the derived size is less/greater than the configured min/max size, the min/max size will be used. The exact size of JVM Overhead can be explicitly specified by setting the min/max size to the same value."
TaskManagerOptions,taskmanager.memory.jvm-overhead.max,"Max JVM Overhead size for the TaskExecutors. This is off-heap memory reserved for JVM overhead, such as thread stack space, compile cache, etc. This includes native memory but not direct memory, and will not be counted when Flink calculates JVM max direct memory size parameter. The size of JVM Overhead is derived to make up the configured fraction of the Total Process Memory. If the derived size is less/greater than the configured min/max size, the min/max size will be used. The exact size of JVM Overhead can be explicitly specified by setting the min/max size to the same value."
TaskManagerOptions,taskmanager.memory.jvm-overhead.fraction,"Fraction of Total Process Memory to be reserved for JVM Overhead. This is off-heap memory reserved for JVM overhead, such as thread stack space, compile cache, etc. This includes native memory but not direct memory, and will not be counted when Flink calculates JVM max direct memory size parameter. The size of JVM Overhead is derived to make up the configured fraction of the Total Process Memory. If the derived size is less/greater than the configured min/max size, the min/max size will be used. The exact size of JVM Overhead can be explicitly specified by setting the min/max size to the same value."
TaskManagerOptions,task.cancellation.interval,Time interval between two successive task cancellation attempts.
TaskManagerOptions,task.cancellation.timeout,Timeout after which a task cancellation times out and leads to a fatal TaskManager error. A value of 0 deactivates the watch dog. Notice that a task cancellation is different from both a task failure and a clean shutdown.  Task cancellation timeout only applies to task cancellation and does not apply to task closing/clean-up caused by a task failure or a clean shutdown.
TaskManagerOptions,task.cancellation.timers.timeout,Time we wait for the timers to finish all pending timer threads when the stream task is cancelled.
TaskManagerOptions,taskmanager.system-out.mode,"Redirection mode of <code class=""highlighter-rouge"">System.out</code> and <code class=""highlighter-rouge"">System.err</code> for all <code class=""highlighter-rouge"">TaskManagers</code>.<ul><li><code class=""highlighter-rouge"">DEFAULT</code>: <code class=""highlighter-rouge"">TaskManagers</code> don't redirect the <code class=""highlighter-rouge"">System.out</code> and <code class=""highlighter-rouge"">System.err</code>, it's the default value.</li><li><code class=""highlighter-rouge"">LOG</code>: <code class=""highlighter-rouge"">TaskManagers</code> redirect <code class=""highlighter-rouge"">System.out</code> and <code class=""highlighter-rouge"">System.err</code> to LOG.info and LOG.error.</li><li><code class=""highlighter-rouge"">IGNORE</code>: <code class=""highlighter-rouge"">TaskManagers</code> ignore <code class=""highlighter-rouge"">System.out</code> and <code class=""highlighter-rouge"">System.err</code> directly.</li></ul>"
TaskManagerOptions,taskmanager.system-out.log.thread-name.enabled,"Whether to log the thread name when <code class=""highlighter-rouge"">taskmanager.system-out.mode</code> is LOG."
TaskManagerOptions,taskmanager.system-out.log.cache-upper-size,"The cache upper size when Flink caches current line context of <code class=""highlighter-rouge"">System.out</code> or <code class=""highlighter-rouge"">System.err</code> when <code class=""highlighter-rouge"">taskmanager.system-out.mode</code> is LOG."
TaskManagerOptions,taskmanager.load-balance.mode,"Mode for the load-balance allocation strategy across all available <code class=""highlighter-rouge"">TaskManagers</code>.<ul><li>The <code class=""highlighter-rouge"">SLOTS</code> mode tries to spread out the slots evenly across all available <code class=""highlighter-rouge"">TaskManagers</code>.</li><li>The <code class=""highlighter-rouge"">NONE</code> mode is the default mode without any specified strategy.</li></ul>"
TaskManagerOptions,taskmanager.log.path,The path to the log file of the task manager.
TaskManagerOptions,taskmanager.runtime.fs-timeout,The timeout for filesystem stream opening. A value of 0 indicates infinite waiting.
TaskManagerOptions,minicluster.number-of-taskmanagers,The number of task managers of MiniCluster.
StateRecoveryOptions,execution.state-recovery.path,Path to a savepoint to restore the job from (for example hdfs:///flink/savepoint-1537).
StateRecoveryOptions,execution.state-recovery.ignore-unclaimed-state,Allow to skip savepoint state that cannot be restored. Allow this if you removed an operator from your pipeline after the savepoint was triggered.
StateRecoveryOptions,execution.state-recovery.claim-mode,Describes the mode how Flink should restore from the given savepoint or retained checkpoint.
StateRecoveryOptions,execution.state-recovery.approximate-local-recovery,Flag to enable approximate local recovery.
StateRecoveryOptions,execution.state-recovery.without-channel-state.checkpoint-id,Checkpoint id for which in-flight data should be ignored in case of the recovery from this checkpoint.<br /><br />It is better to keep this value empty until there is explicit needs to restore from the specific checkpoint without in-flight data.<br />
StateRecoveryOptions,execution.state-recovery.from-local,"This option configures local recovery for the state backend, which indicates whether to recovery from local snapshot.By default, local recovery is deactivated. Local recovery currently only covers keyed state backends (including both the EmbeddedRocksDBStateBackend and the HashMapStateBackend)."""
RpcOptions,pekko.rpc.force-invocation-serialization,"Forces the serialization of all RPC invocations (that are not explicitly annotated with <code class=""highlighter-rouge"">org.apache.flink.runtime.rpc.Local</code>).This option can be used to find serialization issues in the argument/response types without relying requiring HA setups.This option should not be enabled in production."
RpcOptions,pekko.ask.callstack,"If true, call stack for asynchronous asks are captured. That way, when an ask fails (for example times out), you get a proper exception, describing to the original method call and call site. Note that in case of having millions of concurrent RPC calls, this may add to the memory footprint."
RpcOptions,pekko.ask.timeout,Timeout used for all futures and blocking Pekko calls. If Flink fails due to timeouts then you should try to increase this value. Timeouts can be caused by slow machines or a congested network. The timeout value requires a time-unit specifier (ms/s/min/h/d).
RpcOptions,pekko.tcp.timeout,"Timeout for all outbound connections. If you should experience problems with connecting to a TaskManager due to a slow network, you should increase this value."
RpcOptions,pekko.startup-timeout,Timeout after which the startup of a remote component is considered being failed.
RpcOptions,pekko.ssl.enabled,Turns on SSL for Pekko’s remote communication. This is applicable only when the global ssl flag security.ssl.enabled is set to true.
RpcOptions,pekko.framesize,"Maximum size of messages which are sent between the JobManager and the TaskManagers. If Flink fails because messages exceed this limit, then you should increase it. The message size requires a size-unit specifier."
RpcOptions,pekko.throughput,Number of messages that are processed in a batch before returning the thread to the pool. Low values denote a fair scheduling whereas high values can increase the performance at the cost of unfairness.
RpcOptions,pekko.log.lifecycle.events,Turns on the Pekko’s remote logging of events. Set this value to 'true' in case of debugging.
RpcOptions,pekko.lookup.timeout,Timeout used for the lookup of the JobManager. The timeout value has to contain a time-unit specifier (ms/s/min/h/d).
RpcOptions,pekko.jvm-exit-on-fatal-error,Exit JVM on fatal Pekko errors.
RpcOptions,pekko.retry-gate-closed-for,Milliseconds a gate should be closed for after a remote connection was disconnected.
RpcOptions,pekko.fork-join-executor.parallelism-factor,The parallelism factor is used to determine thread pool size using the following formula: ceil(available processors * factor). Resulting size is then bounded by the parallelism-min and parallelism-max values.
RpcOptions,pekko.fork-join-executor.parallelism-min,Min number of threads to cap factor-based parallelism number to.
RpcOptions,pekko.fork-join-executor.parallelism-max,Max number of threads to cap factor-based parallelism number to.
RpcOptions,pekko.remote-fork-join-executor.parallelism-factor,The parallelism factor is used to determine thread pool size using the following formula: ceil(available processors * factor). Resulting size is then bounded by the parallelism-min and parallelism-max values.
RpcOptions,pekko.remote-fork-join-executor.parallelism-min,Min number of threads to cap factor-based parallelism number to.
RpcOptions,pekko.remote-fork-join-executor.parallelism-max,Max number of threads to cap factor-based parallelism number to.
RpcOptions,pekko.client-socket-worker-pool.pool-size-min,Min number of threads to cap factor-based number to.
RpcOptions,pekko.client-socket-worker-pool.pool-size-max,Max number of threads to cap factor-based number to.
RpcOptions,pekko.client-socket-worker-pool.pool-size-factor,The pool size factor is used to determine thread pool size using the following formula: ceil(available processors * factor). Resulting size is then bounded by the pool-size-min and pool-size-max values.
RpcOptions,pekko.server-socket-worker-pool.pool-size-min,Min number of threads to cap factor-based number to.
RpcOptions,pekko.server-socket-worker-pool.pool-size-max,Max number of threads to cap factor-based number to.
RpcOptions,pekko.server-socket-worker-pool.pool-size-factor,The pool size factor is used to determine thread pool size using the following formula: ceil(available processors * factor). Resulting size is then bounded by the pool-size-min and pool-size-max values.
CheckpointingOptions,state.backend.type,"The state backend to be used to store state.<br />The implementation can be specified either via their shortcut  name, or via the class name of a <code class=""highlighter-rouge"">StateBackendFactory</code>. If a factory is specified it is instantiated via its zero argument constructor and its <code class=""highlighter-rouge"">StateBackendFactory#createFromConfig(ReadableConfig, ClassLoader)</code> method is called.<br />Recognized shortcut names are 'hashmap' and 'rocksdb'."
CheckpointingOptions,execution.checkpointing.storage,"The checkpoint storage implementation to be used to checkpoint state.<br />The implementation can be specified either via their shortcut  name, or via the class name of a <code class=""highlighter-rouge"">CheckpointStorageFactory</code>. If a factory is specified it is instantiated via its zero argument constructor and its <code class=""highlighter-rouge"">CheckpointStorageFactory#createFromConfig(ReadableConfig, ClassLoader)</code>  method is called.<br />Recognized shortcut names are 'jobmanager' and 'filesystem'.<br />'execution.checkpointing.storage' and 'execution.checkpointing.dir' are usually combined to configure the checkpoint location. By default,  the checkpoint meta data and actual program state will be stored in the JobManager's memory directly. When 'execution.checkpointing.storage' is set to 'jobmanager', if 'execution.checkpointing.dir' is configured, the meta data of checkpoints will be persisted to the path specified by 'execution.checkpointing.dir'. Otherwise, the meta data will be stored in the JobManager's memory. When 'execution.checkpointing.storage' is set to 'filesystem', a valid path must be configured to 'execution.checkpointing.dir', and the checkpoint meta data and actual program state will both be persisted to the path."
CheckpointingOptions,execution.checkpointing.num-retained,The maximum number of completed checkpoints to retain.
CheckpointingOptions,execution.checkpointing.cleaner.parallel-mode,Option whether to discard a checkpoint's states in parallel using the ExecutorService passed into the cleaner
CheckpointingOptions,state.backend.async,Deprecated option. All state snapshots are asynchronous.
CheckpointingOptions,execution.checkpointing.incremental,"Option whether to create incremental checkpoints, if possible. For an incremental checkpoint, only a diff from the previous checkpoint is stored, rather than the complete checkpoint state. Once enabled, the state size shown in web UI or fetched from rest API only represents the delta checkpoint size instead of full checkpoint size. Some state backends may not support incremental checkpoints and ignore this option."
CheckpointingOptions,state.backend.local-recovery,"This option configures local recovery for this state backend. By default, local recovery is deactivated. Local recovery currently only covers keyed state backends (including both the EmbeddedRocksDBStateBackend and the HashMapStateBackend)."
CheckpointingOptions,execution.checkpointing.local-backup.dirs,"The config parameter defining the root directories for storing file-based state for local recovery. Local recovery currently only covers keyed state backends. If not configured it will default to &lt;WORKING_DIR&gt;/localState. The &lt;WORKING_DIR&gt; can be configured via <code class=""highlighter-rouge"">process.taskmanager.working-dir</code>"
CheckpointingOptions,execution.checkpointing.savepoint-dir,"The default directory for savepoints. Used by the state backends that write savepoints to file systems (HashMapStateBackend, EmbeddedRocksDBStateBackend)."
CheckpointingOptions,execution.checkpointing.dir,"The default directory used for storing the data files and meta data of checkpoints in a Flink supported filesystem. The storage path must be accessible from all participating processes/nodes(i.e. all TaskManagers and JobManagers). If the 'execution.checkpointing.storage' is set to 'jobmanager', only the meta data of checkpoints will be stored in this directory."
CheckpointingOptions,execution.checkpointing.create-subdir,"Whether to create sub-directories named by job id under the '<code class=""highlighter-rouge"">execution.checkpointing.dir</code>' to store the data files and meta data of checkpoints. The default value is true to enable user could run several jobs with the same checkpoint directory at the same time. If this value is set to false, pay attention not to run several jobs with the same directory simultaneously. <br />WARNING: This is an advanced configuration. If set to false, users must ensure that no multiple jobs are run with the same checkpoint directory, and that no files exist other than those necessary for the restoration of the current job when starting a new job."
CheckpointingOptions,execution.checkpointing.data-inline-threshold,The minimum size of state data files. All state chunks smaller than that are stored inline in the root checkpoint metadata file. The max memory threshold for this configuration is 1MB.
CheckpointingOptions,execution.checkpointing.write-buffer-size,The default size of the write buffer for the checkpoint streams that write to file systems. The actual write buffer size is determined to be the maximum of the value of this option and option 'execution.checkpointing.data-inline-threshold'.
CheckpointingOptions,execution.checkpointing.local-backup.enabled,"This option configures local backup for the state backend, which indicates whether to make backup checkpoint on local disk.  If not configured, fallback to execution.state-recovery.from-local. By default, local backup is deactivated. Local backup currently only covers keyed state backends (including both the EmbeddedRocksDBStateBackend and the HashMapStateBackend)."
CheckpointingOptions,execution.checkpointing.file-merging.enabled,"Whether to enable merging multiple checkpoint files into one, which will greatly reduce the number of small checkpoint files. This is an experimental feature under evaluation, make sure you're aware of the possible effects of enabling it."
CheckpointingOptions,execution.checkpointing.file-merging.across-checkpoint-boundary,"Only relevant if <code class=""highlighter-rouge"">execution.checkpointing.file-merging.enabled</code> is enabled.<br />Whether to allow merging data of multiple checkpoints into one physical file. If this option is set to false, only merge files within checkpoint boundaries. Otherwise, it is possible for the logical files of different checkpoints to share the same physical file."
CheckpointingOptions,execution.checkpointing.file-merging.max-file-size,Max size of a physical file for merged checkpoints.
CheckpointingOptions,execution.checkpointing.file-merging.pool-blocking,"Whether to use Blocking or Non-Blocking pool for merging physical files. A Non-Blocking pool will always provide usable physical file without blocking. It may create many physical files if poll file frequently. When poll a small file from a Blocking pool, it may be blocked until the file is returned."
CheckpointingOptions,execution.checkpointing.file-merging.max-subtasks-per-file,The upper limit of the file pool size based on the number of subtasks within each TM(only for merging private state at Task Manager level).
CheckpointingOptions,execution.checkpointing.file-merging.max-space-amplification,"Space amplification stands for the magnification of the occupied space compared to the amount of valid data. The more space amplification is, the more waste of space will be. This configs a space amplification above which a re-uploading for physical files will be triggered to reclaim space. Any value below 1f means disabling the space control."
CheckpointingOptions,execution.checkpointing.mode,The checkpointing mode (exactly-once vs. at-least-once).
CheckpointingOptions,execution.checkpointing.timeout,The maximum time that a checkpoint may take before being discarded.
CheckpointingOptions,execution.checkpointing.max-concurrent-checkpoints,"The maximum number of checkpoint attempts that may be in progress at the same time. If this value is n, then no checkpoints will be triggered while n checkpoint attempts are currently in flight. For the next checkpoint to be triggered, one checkpoint attempt would need to finish or expire."
CheckpointingOptions,execution.checkpointing.min-pause,"The minimal pause between checkpointing attempts. This setting defines how soon thecheckpoint coordinator may trigger another checkpoint after it becomes possible to triggeranother checkpoint with respect to the maximum number of concurrent checkpoints(see <code class=""highlighter-rouge"">execution.checkpointing.max-concurrent-checkpoints</code>).<br /><br />If the maximum number of concurrent checkpoints is set to one, this setting makes effectively sure that a minimum amount of time passes where no checkpoint is in progress at all."
CheckpointingOptions,execution.checkpointing.tolerable-failed-checkpoints,"The tolerable checkpoint consecutive failure number. If set to 0, that means we do not tolerance any checkpoint failure. This only applies to the following failure reasons: IOException on the Job Manager, failures in the async phase on the Task Managers and checkpoint expiration due to a timeout. Failures originating from the sync phase on the Task Managers are always forcing failover of an affected task. Other types of checkpoint failures (such as checkpoint being subsumed) are being ignored."
CheckpointingOptions,execution.checkpointing.externalized-checkpoint-retention,"Externalized checkpoints write their meta data out to persistent storage and are not automatically cleaned up when the owning job fails or is suspended (terminating with job status <code class=""highlighter-rouge"">JobStatus#FAILED</code> or <code class=""highlighter-rouge"">JobStatus#SUSPENDED</code>). In this case, you have to manually clean up the checkpoint state, both the meta data and actual program state.<br /><br />The mode defines how an externalized checkpoint should be cleaned up on job cancellation. If you choose to retain externalized checkpoints on cancellation you have to handle checkpoint clean up manually when you cancel the job as well (terminating with job status <code class=""highlighter-rouge"">JobStatus#CANCELED</code>).<br /><br />The target directory for externalized checkpoints is configured via <code class=""highlighter-rouge"">execution.checkpointing.dir</code>."
CheckpointingOptions,execution.checkpointing.interval-during-backlog,"If it is not null and any source reports isProcessingBacklog=true, it is the interval in which checkpoints are periodically scheduled.<br /><br />Checkpoint triggering may be delayed by the settings <code class=""highlighter-rouge"">execution.checkpointing.max-concurrent-checkpoints</code> and <code class=""highlighter-rouge"">execution.checkpointing.min-pause</code>.<br /><br />Note: if it is not null, the value must either be 0, which means the checkpoint is disabled during backlog, or be larger than or equal to execution.checkpointing.interval."
CheckpointingOptions,execution.checkpointing.interval,"Gets the interval in which checkpoints are periodically scheduled.<br /><br />This setting defines the base interval. Checkpoint triggering may be delayed by the settings <code class=""highlighter-rouge"">execution.checkpointing.max-concurrent-checkpoints</code>, <code class=""highlighter-rouge"">execution.checkpointing.min-pause</code> and <code class=""highlighter-rouge"">execution.checkpointing.interval-during-backlog</code>"
CheckpointingOptions,execution.checkpointing.unaligned.enabled,"Enables unaligned checkpoints, which greatly reduce checkpointing times under backpressure.<br /><br />Unaligned checkpoints contain data stored in buffers as part of the checkpoint state, which allows checkpoint barriers to overtake these buffers. Thus, the checkpoint duration becomes independent of the current throughput as checkpoint barriers are effectively not embedded into the stream of data anymore.<br /><br />Unaligned checkpoints can only be enabled if <code class=""highlighter-rouge"">execution.checkpointing.mode</code> is <code class=""highlighter-rouge"">EXACTLY_ONCE</code> and if <code class=""highlighter-rouge"">execution.checkpointing.max-concurrent-checkpoints</code> is 1"
CheckpointingOptions,execution.checkpointing.aligned-checkpoint-timeout,"Only relevant if <code class=""highlighter-rouge"">execution.checkpointing.unaligned.enabled</code> is enabled.<br /><br />If timeout is 0, checkpoints will always start unaligned.<br /><br />If timeout has a positive value, checkpoints will start aligned. If during checkpointing, checkpoint start delay exceeds this timeout, alignment will timeout and checkpoint barrier will start working as unaligned checkpoint."
